Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	partition_rate[1]	partition_rate[2]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rate_neo	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	stationaryDist[1]	stationaryDist[2]	tree_length
6120	-27.70199	-43.59318	15.89119	0.258836	0.161985	0.0043324	0.00830239	0.078707	0.0060971	0.0372837	0.0344509	0.0434581	0.0272177	0.0220615	0.123515	0.0548522	0.0321727	0.00911296	0.0184585	0.0640062	0.0329714	0.11174	0.0939505	0.0523083	0.118851	1.29372	0.1259086	1.874091	0.612927	0.787623	0.928225	1.07732	1.26964	1.63152	0.3539494	14.88454	0.03062256	0.202878	0.126966	0.00339578	0.00650749	0.0616913	0.00477897	0.0292233	0.027003	0.0340629	0.0213335	0.017292	0.0968119	0.0429937	0.0252173	0.00714283	0.014468	0.0501687	0.0258433	0.0875828	0.0736394	0.0409998	0.937046	0.0629543	1.275819
6156	-31.04782	-48.68936	17.64154	0.115468	0.121204	0.000344862	0.0109217	0.026624	0.0117719	0.0163849	0.00512643	0.0235652	0.0640135	0.00579904	0.0772698	0.0120968	0.0176907	0.00718407	0.0116836	0.0726164	0.0520303	0.0746409	0.0405113	0.000753388	1.20305	0.932317	0.572785	1.427215	0.504824	0.716507	0.901221	1.10961	1.39566	1.98089	0.4942511	2.491712	0.430129	0.150407	0.15788	0.000449214	0.0142265	0.0346802	0.015334	0.0213428	0.00667764	0.0306958	0.0833834	0.00755378	0.100651	0.0157572	0.0230437	0.00935791	0.0152189	0.0945894	0.0677742	0.0972265	0.0527697	0.000981356	0.713608	0.286392	0.7677005
6192	-29.60851	-46.33708	16.72857	0.0368176	0.0645251	0.0012495	0.0130896	0.0384493	0.00886126	0.000553441	0.100822	0.0156144	0.0683029	0.0572929	0.0212768	0.0340376	0.057489	0.00259888	0.00233378	0.0639208	0.260338	0.0379834	0.171687	0.146808	2.07261	0.642463	0.9807472	1.019253	0.208099	0.465071	0.787539	1.26978	2.15021	4.8054	1.13503	1.039262	1.075347	0.030578	0.05359	0.00103775	0.0108713	0.0319333	0.00735953	0.000459648	0.0837355	0.0129682	0.0567275	0.0475834	0.017671	0.0282692	0.0477463	0.00215845	0.00193827	0.0530881	0.216218	0.0315464	0.142591	0.121929	0.509626	0.490374	1.204052
6228	-28.43292	-44.8544	16.42148	0.0835787	0.0369418	0.00193233	0.0203062	0.0211167	0.00325858	0.000108188	0.0379085	0.00417877	0.0154166	0.0605907	0.0150385	0.019191	0.0265945	0.00825801	0.0094937	0.000278272	0.0514801	0.0315524	0.103133	0.0302116	1.58992	0.803359	0.5643991	1.435601	0.139646	0.382849	0.741161	1.34923	2.61199	7.16097	1.423466	2.543592	0.6596984	0.14396	0.0636304	0.00332835	0.0349764	0.0363724	0.00561274	0.000186349	0.0652955	0.00719773	0.0265544	0.104364	0.025903	0.0330555	0.0458077	0.014224	0.0163524	0.000479309	0.0886719	0.0543474	0.177642	0.052038	0.7178	0.2822	0.5805682
6264	-32.48641	-47.94337	15.45696	0.00680257	0.189601	0.00358101	0.0765891	0.0815814	0.00847501	0.0196999	0.0157451	0.00766533	0.19754	0.00926643	0.0127952	0.0163698	0.0190717	0.00631946	0.0316348	0.0371212	0.0240391	0.125192	0.0723395	0.0485182	3.10467	0.298443	1.056995	0.9430048	0.142905	0.387182	0.743767	1.34451	2.58277	6.99764	1.406784	0.8921561	3.467632	0.00673557	0.187733	0.00354574	0.0758347	0.0807778	0.00839153	0.0195058	0.01559	0.00758982	0.195594	0.00917515	0.0126692	0.0162086	0.0188839	0.00625721	0.0313231	0.0367555	0.0238023	0.123959	0.0716269	0.0480403	0.471502	0.528498	1.009948
6300	-31.02739	-48.27166	17.24427	0.0149985	0.0781437	0.0349233	0.0194198	0.0587319	0.017073	0.0225834	0.266558	0.00689262	0.122161	0.00748252	0.0588317	0.050269	0.0794252	0.0018751	0.0204359	0.00566499	0.0352787	0.098561	0.0252378	0.00690626	2.4379	0.520701	0.915889	1.084111	0.679159	0.828041	0.942831	1.06064	1.20767	1.47241	0.2797552	1.183671	1.560651	0.0145411	0.0757608	0.0338584	0.0188276	0.0569409	0.0165523	0.0218947	0.25843	0.00668244	0.118436	0.00725435	0.0570377	0.0487361	0.0770032	0.00181792	0.0198127	0.00549224	0.0342029	0.0955555	0.0244682	0.00669566	0.542055	0.457945	1.031453
6336	-33.69954	-49.71323	16.0137	0.080112	0.00733904	0.0140284	0.0716439	0.051418	0.0108963	0.0540381	0.0196009	0.0759883	0.0519781	0.00740787	0.0968004	0.0898065	0.0417529	0.0777702	0.0882416	0.00989948	0.00453167	0.147206	0.159653	0.00818211	2.97929	0.340237	1.15401	0.8459899	0.222362	0.480353	0.795523	1.25704	2.0818	4.49717	1.087096	0.7330871	2.918832	0.0685718	0.00628184	0.0120076	0.0613235	0.0440112	0.0093267	0.0462538	0.0167773	0.0650421	0.0444906	0.00634076	0.0828562	0.0768698	0.0357383	0.0665673	0.0755303	0.00847345	0.00387888	0.126	0.136655	0.00700346	0.422995	0.577005	1.168294
6372	-45.15173	-58.65176	13.50004	0.245387	0.125555	0.472001	0.00852708	0.148925	0.251007	0.051128	0.139294	0.0884869	0.0160498	0.0842105	0.286025	0.751155	0.0950319	0.0790678	0.0255937	0.186885	0.0145918	0.0058028	0.197488	0.089715	2.08664	0.637785	0.9278687	1.072131	0.26809	0.526225	0.818485	1.22177	1.90033	3.73008	0.9518701	1.155477	1.090568	0.07299	0.0373462	0.140396	0.00253637	0.0442976	0.0746617	0.0152079	0.0414328	0.0263203	0.00477398	0.0250483	0.0850776	0.22343	0.0282671	0.0235186	0.0076128	0.0555886	0.0043403	0.00172603	0.0587425	0.0266856	0.536066	0.463934	3.361927
6408	-32.86372	-49.53638	16.67266	0.0363104	0.150849	0.050723	0.00453916	0.0695369	0.0132321	0.0520148	0.00504485	0.0134784	0.0202744	0.182105	0.00865094	0.00524015	0.0327789	0.0195144	0.00134222	0.05419	0.0127477	0.00325512	0.125746	0.0152894	1.83707	0.720978	0.7219914	1.278009	0.193301	0.448637	0.778749	1.28411	2.22897	5.17327	1.188367	1.770116	0.8493406	0.0414094	0.172033	0.0578459	0.00517659	0.0793019	0.0150903	0.0593192	0.0057533	0.0153711	0.0231215	0.207678	0.00986578	0.00597601	0.037382	0.0222548	0.00153071	0.0617999	0.0145379	0.00371224	0.143405	0.0174365	0.639004	0.360996	0.8768631
6444	-28.01394	-45.30075	17.28681	0.0735429	0.0851049	0.015811	0.0215596	0.0306502	0.00315974	0.0169458	0.063019	0.0269946	0.0367515	0.0761462	0.0473133	0.00647889	0.0541556	0.0340828	0.00294849	0.00566459	0.0832089	0.0566297	0.0694316	0.0967092	1.29321	0.902263	0.7237729	1.276227	0.22982	0.488144	0.799526	1.25074	2.04858	4.35122	1.063242	1.763298	0.4777658	0.0811456	0.0939029	0.0174455	0.0237883	0.0338187	0.00348639	0.0186976	0.0695337	0.0297852	0.0405507	0.084018	0.0522044	0.00714866	0.0597541	0.0376062	0.00325329	0.00625018	0.0918108	0.0624839	0.0766092	0.106707	0.638114	0.361886	0.9063084
6480	-28.77222	-45.56624	16.79402	0.0457681	0.00684181	0.00677859	0.00134729	0.043093	0.0170579	0.00304403	0.0233401	0.00201899	0.0139462	0.00556941	0.0415962	0.0096123	0.0697567	0.00560552	0.000575557	0.0125136	0.0638481	0.0338255	0.0568585	0.0153109	0.57877	1.14041	0.2612076	1.738792	0.355774	0.604097	0.854495	1.17028	1.65536	2.81077	0.747262	6.656746	0.1691701	0.0956875	0.0143042	0.014172	0.00281678	0.0900946	0.0356629	0.00636417	0.0487971	0.00422112	0.0291573	0.011644	0.0869653	0.0200965	0.14584	0.0117195	0.00120332	0.0261621	0.133487	0.0707191	0.118874	0.0320106	0.869396	0.130604	0.4783082
6516	-41.91239	-58.59593	16.68354	0.0123929	0.028072	0.00163652	0.00901862	0.0234005	0.0170789	0.0148794	0.00679355	0.0183466	0.00044832	0.0347994	0.00324245	0.037054	0.0307745	0.0250061	0.0452839	0.00766737	0.059866	0.00207678	0.00510714	0.0156062	1.48694	0.837686	0.5168922	1.483108	0.219989	0.477845	0.794225	1.25909	2.09273	4.54568	1.094854	2.869279	0.5916872	0.0310949	0.0704351	0.00410617	0.0226285	0.0587139	0.0428525	0.0373338	0.0170456	0.0460332	0.00112487	0.0873147	0.0081356	0.0929717	0.077216	0.0627425	0.113621	0.0192381	0.150209	0.00521082	0.0128143	0.0391574	0.741554	0.258446	0.3985512
6552	-32.3866	-49.31191	16.9253	0.0467762	0.333543	0.0665698	0.0218044	0.145049	0.0617356	0.050531	0.209379	0.0215206	0.00193449	0.216293	0.12257	0.176054	0.0424423	0.212558	0.286531	0.071683	0.0319644	0.163874	0.0109431	0.358456	1.84956	0.716814	1.505407	0.4945927	0.933477	0.966985	0.989581	1.01053	1.03414	1.07126	0.04977492	0.3285441	0.8600824	0.0176367	0.12576	0.0250997	0.00822121	0.0546897	0.023277	0.0190524	0.0789449	0.00811422	0.000729389	0.0815521	0.0462141	0.0663802	0.0160026	0.0801436	0.108035	0.0270276	0.012052	0.0617879	0.00412603	0.135154	0.247296	0.752704	2.652212
6588	-31.05031	-45.46291	14.4126	0.197128	0.0826961	0.0148146	0.012231	0.289317	0.0306955	0.0543151	0.00984257	0.064264	0.00131542	0.219978	0.0372682	0.0736816	0.00112234	0.0402604	0.0173326	0.0349898	0.0293264	0.129124	0.109007	0.0751772	0.0799709	1.30668	0.06712198	1.932878	0.586535	0.770897	0.92203	1.08456	1.29719	1.70493	0.3857736	28.7965	0.02040058	0.129359	0.0542665	0.00972156	0.0080262	0.189854	0.0201429	0.0356424	0.00645886	0.0421711	0.000863203	0.144353	0.024456	0.048351	0.000736498	0.0264195	0.0113739	0.0229609	0.0192445	0.0847334	0.0715325	0.0493325	0.966439	0.033561	1.523888
6624	-29.90775	-47.36263	17.45488	0.0027252	0.0169367	0.00264375	0.000871743	0.0164547	0.00439485	0.00789069	0.0051504	0.000702988	0.000123911	0.0314167	0.00523405	0.0202071	0.00375533	0.00139537	0.00494572	0.00969333	0.00482129	0.00447809	0.000290497	0.00724501	0.957165	1.01428	1.259356	0.7406435	0.0597451	0.253046	0.651342	1.53529	3.95185	16.7378	2.037368	0.5881127	0.3145634	0.0180027	0.111884	0.0174646	0.00575873	0.1087	0.0290323	0.0521259	0.0340236	0.00464394	0.000818556	0.207539	0.0345761	0.133488	0.0248077	0.00921783	0.0326714	0.0640341	0.0318494	0.0295822	0.00191902	0.0478606	0.370322	0.629678	0.1513775
6660	-32.94938	-48.43286	15.48349	0.0686868	0.20649	0.0752673	0.0500286	0.0433727	0.0260141	0.0137369	0.0465478	0.0596388	0.00620899	0.407213	0.0283862	0.0509714	0.0408304	0.00472262	0.00407731	0.177182	0.213981	0.0731516	0.00568366	0.476365	2.13693	0.621024	0.5954533	1.404547	0.759004	0.874168	0.958912	1.04285	1.14395	1.31752	0.1993852	2.358785	1.146993	0.0330454	0.0993432	0.0362113	0.0240689	0.0208667	0.0125155	0.00660888	0.0223943	0.0286924	0.00298716	0.195912	0.0136567	0.0245225	0.0196436	0.00227207	0.00196161	0.0852429	0.102947	0.0351935	0.00273443	0.22918	0.702273	0.297727	2.078557
6696	-30.48576	-48.36728	17.88152	0.0301908	0.118351	0.0682368	0.0661068	0.115134	0.0364024	0.152118	0.0156908	0.00954905	0.0433939	0.212698	0.0186846	0.061697	0.213889	0.00356843	0.00617536	0.0492847	0.136658	0.0295383	0.00893961	0.111449	2.46209	0.512638	1.691859	0.3081413	0.464896	0.688285	0.889993	1.1236	1.45289	2.15102	0.5538292	0.1821318	1.600926	0.0200237	0.078495	0.0452572	0.0438445	0.076361	0.0241435	0.10089	0.0104067	0.00633329	0.0287805	0.141069	0.0123923	0.0409198	0.141859	0.00236672	0.00409573	0.0326875	0.0906366	0.0195909	0.00592909	0.0739169	0.154071	0.845929	1.507755
6732	-32.7931	-50.06747	17.27437	0.0631283	0.0944199	0.0445862	0.00919467	0.0769971	0.000560814	0.00135871	0.0746536	0.0256665	0.0348454	0.0624734	0.0167609	0.00247788	0.0468706	0.00628077	0.00230534	0.0195826	0.102427	0.0441864	0.0365841	0.028491	1.14126	0.952913	1.000395	0.9996049	0.0703989	0.274129	0.667809	1.49743	3.64792	14.2048	1.91872	0.99921	0.3992189	0.0795217	0.118939	0.0561645	0.0115824	0.0969919	0.000706448	0.00171155	0.0940398	0.0323316	0.0438941	0.0786966	0.0211135	0.00312134	0.0590421	0.00791178	0.002904	0.0246679	0.129025	0.0556608	0.0460843	0.0358896	0.499802	0.500198	0.7938506
6768	-28.87036	-49.90198	21.03162	0.0625999	0.0313281	0.0127548	0.0239853	0.0070659	0.0193861	0.0451804	0.106567	0.0192234	0.104791	0.260773	0.0079612	0.0265391	0.111511	0.0104924	0.0360473	0.00396977	0.208681	0.00798371	0.0826771	0.0574717	0.402838	1.19905	1.884494	0.1155056	0.659527	0.81628	0.938632	1.06538	1.22507	1.51624	0.3009642	0.0612926	0.1119876	0.0502008	0.025123	0.0102285	0.0192346	0.00566637	0.0155463	0.0362316	0.0854591	0.0154158	0.0840354	0.209122	0.00638434	0.0212825	0.0894241	0.00841421	0.0289075	0.00318348	0.167348	0.00640239	0.0663014	0.0460884	0.0577528	0.942247	1.246989
6804	-29.1069	-47.1237	18.0168	0.0455008	0.089582	0.0293697	0.0916257	0.0123644	0.0685952	0.0571653	0.0707755	0.0182246	0.027692	0.0991511	0.0760495	0.0336089	0.1547	0.0209625	0.0733824	0.00948344	0.0418492	0.0401986	0.174641	0.0654917	1.72894	0.75702	0.9802016	1.019798	0.911876	0.956006	0.986062	1.01414	1.04602	1.09664	0.06670405	1.040397	0.7612925	0.0349895	0.0688873	0.0225849	0.0704589	0.00950807	0.0527488	0.0439593	0.0544254	0.0140145	0.0212947	0.0762458	0.0584811	0.0258448	0.118962	0.0161199	0.0564301	0.00729264	0.0321814	0.0309121	0.134297	0.0503622	0.509899	0.490101	1.300413
6840	-27.56599	-44.55171	16.98572	0.0414953	0.0649477	0.00365001	0.0250406	0.0457686	0.019566	0.028719	0.00174155	0.0344986	0.0200555	0.0138659	0.0197046	0.0019613	0.0648255	0.00136165	0.026571	0.0572057	0.00227201	0.0101849	0.0208701	0.0227247	1.67228	0.775908	0.6060163	1.393984	0.282112	0.539472	0.824858	1.21233	1.85366	3.54469	0.915009	2.300241	0.7184177	0.0787342	0.123233	0.00692562	0.0475126	0.0868425	0.0371249	0.0544922	0.00330446	0.0654585	0.0380538	0.0263095	0.037388	0.00372142	0.123001	0.00258364	0.0504164	0.108543	0.00431096	0.0193251	0.0395994	0.0431184	0.696992	0.303008	0.5270301
6876	-36.59944	-51.52568	14.92623	0.116923	0.0733277	0.0141065	0.00954189	0.064959	0.0418581	0.0791615	0.0028412	0.111909	0.0171109	0.00262939	0.162706	0.114908	0.129856	0.030905	0.0383307	0.102325	0.0226622	0.0227768	0.580679	0.105347	1.82899	0.723671	0.6410951	1.358905	0.118793	0.353813	0.723145	1.38285	2.82635	8.41799	1.540405	2.119662	0.8424568	0.0633776	0.039747	0.00764636	0.00517214	0.0352107	0.022689	0.0429091	0.00154006	0.0606598	0.00927491	0.00142525	0.0881938	0.0622853	0.070388	0.0167519	0.020777	0.0554648	0.012284	0.012346	0.314755	0.0571026	0.679452	0.320548	1.844864
6912	-31.82664	-48.74248	16.91584	0.0722563	0.203931	0.0357195	0.0440208	0.070964	0.0080397	0.0926726	0.000578807	0.111737	0.0376483	0.0591706	0.261816	0.0234042	0.0762653	0.0577838	0.0754799	0.102121	0.0440859	0.0613357	0.222114	0.229148	2.8201	0.393301	1.466833	0.5331667	0.92539	0.96289	0.988271	1.01187	1.03854	1.08063	0.05606683	0.3634815	2.390112	0.0382249	0.107883	0.0188963	0.0232878	0.0375412	0.00425315	0.0490255	0.000306199	0.0591111	0.0199166	0.0313023	0.138505	0.0123813	0.0403458	0.0305687	0.0399302	0.0540241	0.0233222	0.0324477	0.117503	0.121224	0.266583	0.733417	1.890294
6948	-33.65892	-49.0314	15.37248	0.0171685	0.0710043	0.0174684	0.101258	0.105706	0.00262009	0.1483	0.0552726	0.00196034	0.0930133	0.081402	0.104632	0.018382	0.0543682	0.0173075	0.075556	0.00709527	0.160988	0.0269585	0.0310739	0.0786443	3.26762	0.244125	0.8181907	1.181809	0.603947	0.781975	0.926143	1.07975	1.27881	1.65577	0.3646208	1.444418	4.461681	0.0135166	0.0559009	0.0137527	0.0797196	0.0832214	0.00206277	0.116755	0.0435155	0.00154336	0.0732285	0.0640869	0.0823757	0.014472	0.0428036	0.013626	0.0594845	0.00558604	0.126744	0.0212242	0.0244642	0.0619159	0.590905	0.409095	1.27018
6984	-37.46547	-51.17365	13.70818	0.0106621	0.0302981	0.0424458	0.0566892	0.00419121	0.00102813	0.151645	0.101801	0.0661781	0.014416	0.192761	0.0145498	0.0230186	0.00198354	0.176099	0.132364	0.0106604	0.278365	0.229977	0.338441	0.0190061	3.06307	0.312311	1.13414	0.8658601	0.0452963	0.221085	0.624474	1.60135	4.52316	22.0768	2.237558	0.7634509	3.269251	0.00562178	0.0159751	0.0223802	0.0298902	0.00220988	0.000542096	0.0799571	0.0536762	0.0348934	0.00760107	0.101636	0.00767158	0.0121369	0.00104585	0.0928506	0.0697909	0.00562084	0.146772	0.121259	0.178448	0.0100213	0.43293	0.56707	1.896579
7020	-38.88783	-54.87232	15.9845	0.0432835	0.12376	0.0967521	0.0476531	0.139753	0.0111485	0.0477594	0.00341656	0.0432901	0.0231266	0.0479196	0.0285492	0.00981185	0.011241	0.0651329	0.100475	0.0296506	0.0306515	0.0272997	0.0410112	0.00896985	2.60999	0.463338	1.053033	0.9469669	0.100994	0.326884	0.705504	1.41743	3.05919	9.90155	1.657773	0.8992755	1.877668	0.0441374	0.126202	0.0986607	0.0485931	0.142509	0.0113684	0.0487016	0.00348396	0.0441441	0.0235828	0.0488649	0.0291124	0.0100054	0.0114627	0.0664178	0.102457	0.0302355	0.0312561	0.0278383	0.0418203	0.0091468	0.473483	0.526517	0.9806545
7056	-32.36609	-48.35095	15.98486	0.0212143	0.196123	0.326504	0.0583741	0.0115413	0.00546134	0.066155	0.0294627	0.00998803	0.00936238	0.0287985	0.0960137	0.0210306	0.0571026	0.0664452	0.131187	0.0226099	0.0147247	0.0307367	0.323179	0.0981995	2.30542	0.564859	0.5959727	1.404027	0.778142	0.884849	0.962552	1.03891	1.13014	1.28511	0.1813795	2.355858	1.36047	0.0130613	0.12075	0.201023	0.0359399	0.0071058	0.00336245	0.0407305	0.0181397	0.00614945	0.00576425	0.0177307	0.0591139	0.0129482	0.035157	0.0409091	0.0807694	0.0139205	0.00906574	0.018924	0.198976	0.0604597	0.702014	0.297986	1.624214
7092	-36.43127	-52.19406	15.7628	0.44547	0.113298	0.0354498	0.096918	0.0675354	0.0228044	0.25018	0.0123257	0.0785364	0.0525733	0.199351	0.105297	0.00964925	0.203538	0.0299575	0.0560614	0.221491	0.0107635	0.121763	0.197297	0.0414571	2.09847	0.633843	0.8835744	1.116426	0.742917	0.865082	0.955791	1.04625	1.15596	1.34604	0.2148748	1.263533	1.103571	0.187826	0.0477704	0.0149469	0.0408641	0.0284753	0.00961516	0.105485	0.00519694	0.0331137	0.0221668	0.0840535	0.0443971	0.00406847	0.0858187	0.0126311	0.0236375	0.0933886	0.00453825	0.0513398	0.0831873	0.0174798	0.558213	0.441787	2.371717
7128	-31.96843	-49.50801	17.53958	0.133288	0.0327445	0.0012385	0.00376596	0.0539802	0.0285981	0.137537	0.0143696	0.0228424	0.0266869	0.124464	0.0114651	0.0970589	0.0621769	0.0285466	0.0842973	0.0276881	0.012731	0.0670596	0.149384	0.00783013	0.640823	1.11973	0.6718636	1.328136	0.219265	0.477078	0.793827	1.25972	2.0961	4.56069	1.097239	1.976795	0.190768	0.118189	0.0290352	0.0010982	0.00333935	0.0478653	0.0253585	0.121956	0.0127418	0.0202548	0.0236638	0.110365	0.0101664	0.086064	0.0551334	0.0253128	0.074748	0.0245516	0.0112888	0.059463	0.132461	0.00694312	0.664068	0.335932	1.127753
7164	-30.04623	-47.49491	17.44868	0.150749	0.0481425	0.0164962	0.170567	0.0157396	0.0155704	0.0177948	0.0349886	0.0365226	0.0211978	0.0421262	0.0746574	0.058204	0.0901368	0.0192139	0.0458401	0.161553	0.017883	0.00929212	0.0781834	0.255159	1.68009	0.773304	1.14076	0.8592403	0.290259	0.547015	0.828439	1.20709	1.8281	3.44519	0.894422	0.7532176	0.7242025	0.109237	0.0348854	0.0119536	0.123598	0.0114054	0.0112828	0.0128946	0.0253537	0.0264653	0.0153605	0.0305259	0.0540989	0.0421763	0.0653157	0.013923	0.033217	0.117066	0.0129585	0.00673334	0.0566539	0.184896	0.42962	0.57038	1.380018
7200	-36.95293	-54.03542	17.08249	0.0822669	0.0452499	0.0261323	0.0626551	0.17105	0.0441653	0.0485032	0.0350539	0.00238973	0.0130598	0.261481	0.108515	0.088898	0.233239	0.0394716	0.15078	0.163253	0.0118432	0.0973728	0.155297	0.0211759	0.576377	1.14121	0.9299749	1.070025	0.176155	0.428767	0.767821	1.30239	2.33227	5.67682	1.255531	1.150596	0.1683528	0.0441855	0.0243037	0.0140356	0.033652	0.091871	0.0237212	0.0260511	0.0188274	0.00128353	0.0070144	0.140441	0.0582832	0.0477471	0.125273	0.0212002	0.0809839	0.0876832	0.00636098	0.0522989	0.0834098	0.0113736	0.535013	0.464987	1.861852
7236	-30.30703	-48.17112	17.86409	0.0277456	0.0794162	0.0180558	0.0295263	0.0471484	0.0366643	0.00352276	0.0689992	0.106649	0.00185425	0.155532	0.0151306	0.0434164	0.0948706	0.0400102	0.116027	0.0893404	0.0010428	0.0862448	0.00646273	0.0593439	1.14981	0.950063	0.6387231	1.361277	0.783992	0.888087	0.963649	1.03772	1.12602	1.27552	0.1759632	2.131247	0.4034164	0.024619	0.0704667	0.016021	0.026199	0.0418352	0.0325325	0.00312578	0.0612236	0.0946307	0.00164529	0.138005	0.0134255	0.0385238	0.0841795	0.0355014	0.102952	0.0792725	0.000925283	0.0765257	0.00573444	0.0526564	0.680638	0.319362	1.127004
7272	-29.32963	-46.53963	17.21	0.0796194	0.116508	0.0104625	0.0497397	0.0228755	0.0623363	0.01992	0.136444	0.017929	0.000345674	0.0410252	0.104156	0.00594331	0.170217	0.0327731	0.187488	0.104944	0.0459712	0.014578	0.0617943	0.0162938	0.989025	1.00366	0.8027008	1.197299	0.193605	0.448981	0.778935	1.2838	2.22727	5.16515	1.187231	1.491589	0.3284732	0.0611814	0.0895274	0.00803967	0.0382212	0.0175781	0.0479007	0.015307	0.104847	0.013777	0.000265624	0.0315248	0.0800362	0.00456698	0.130799	0.0251837	0.14407	0.0806417	0.0353254	0.0112021	0.0474842	0.0125206	0.59865	0.40135	1.301365
7308	-29.27652	-46.85743	17.58091	0.000382196	0.190134	0.0538294	0.0150224	0.260188	0.0555349	0.0647033	0.112525	0.0227673	0.00612126	0.0561886	0.0114912	0.0165568	0.0609315	0.179031	0.0627754	0.0246694	0.0567856	0.038254	0.0911652	0.0161219	2.23369	0.58877	1.391418	0.608582	0.401645	0.640904	0.870408	1.14889	1.5603	2.48976	0.6595734	0.4373826	1.264609	0.000273941	0.13628	0.0385824	0.0107674	0.186491	0.0398048	0.0463764	0.080653	0.0163186	0.00438744	0.0402734	0.0082364	0.0118671	0.0436729	0.128321	0.0449945	0.0176819	0.0407013	0.0274187	0.065343	0.0115554	0.304291	0.695709	1.395179
7344	-32.20402	-45.78969	13.58567	0.0104531	0.616624	0.00693889	0.096118	0.0831336	0.0925276	0.0883989	0.04972	0.122588	0.0295591	0.0966788	0.0108043	0.303518	0.270312	0.0360297	0.0388042	0.15643	0.114767	0.00657905	0.0248426	0.035597	3.24006	0.253315	1.005765	0.9942348	0.201371	0.457676	0.783611	1.27614	2.18495	4.96595	1.158793	0.9885357	4.26354	0.00456381	0.269218	0.00302952	0.0419652	0.0362962	0.0403976	0.038595	0.0217078	0.0535221	0.0129055	0.04221	0.00471718	0.132516	0.118018	0.0157306	0.0169419	0.0682975	0.0501072	0.00287242	0.0108463	0.0155416	0.497117	0.502883	2.290424
7380	-26.6486	-46.3971	19.74849	0.0105804	0.0607917	0.00350752	0.0749607	0.0186308	0.00782069	0.0835036	0.0536732	0.000176734	0.000923332	0.101646	0.11766	0.0104777	0.23093	0.0208819	0.154045	0.112316	0.0527506	0.0585797	0.0586794	0.0628139	0.999597	1.00013	1.583735	0.4162654	0.780962	0.886411	0.963082	1.03833	1.12814	1.28047	0.1787633	0.2628378	0.3331542	0.00816796	0.0469307	0.00270778	0.0578691	0.0143829	0.00603752	0.0644642	0.0414353	0.000136437	0.000712805	0.07847	0.0908328	0.00808874	0.178276	0.0161207	0.118921	0.0867073	0.0407231	0.0452231	0.0453001	0.0484919	0.208133	0.791867	1.295349
7416	-30.37	-48.63167	18.26167	0.125373	0.0408646	0.00171232	0.0576675	0.0173178	0.0273107	0.00960215	0.12736	0.000989764	0.0777123	0.00439623	0.0629233	0.00355226	0.00293514	0.00966674	0.349915	0.00561169	0.0701787	0.0127009	0.108517	0.0222984	0.872471	1.04251	1.154475	0.8455249	0.200708	0.456939	0.783217	1.27679	2.18847	4.98237	1.161181	0.732389	0.2789651	0.110111	0.03589	0.00150387	0.0506475	0.0152097	0.023986	0.00843325	0.111856	0.000869277	0.0682521	0.00386106	0.0552635	0.00311983	0.00257784	0.00848998	0.307319	0.00492856	0.0616356	0.0111548	0.0953066	0.019584	0.422762	0.577238	1.138606
7452	-29.92191	-49.44222	19.52031	0.0554442	0.0668677	0.00961558	0.0719919	0.0229527	0.122845	0.00303107	0.0529541	0.0330771	0.0220933	0.0124002	0.109873	0.00442497	0.00454827	0.046702	0.0927106	0.00471658	0.0258968	0.0900819	0.261607	0.0199985	0.715079	1.09497	1.161459	0.838541	0.892472	0.94603	0.98284	1.01746	1.05705	1.12048	0.08225609	0.7219721	0.2176854	0.0488998	0.0589749	0.00848059	0.0634942	0.0202435	0.108345	0.00267329	0.0467036	0.0291728	0.0194855	0.0109365	0.0969044	0.00390266	0.00401141	0.0411895	0.0817674	0.00415986	0.02284	0.079449	0.230728	0.0176379	0.419271	0.580729	1.133834
