Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	partition_rate[1]	partition_rate[2]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rate_neo	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	stationaryDist[1]	stationaryDist[2]	tree_length
2808	-30.40987	-49.32489	18.91502	0.0579919	0.116893	0.00248555	0.0283745	0.0632937	0.0371867	0.00643229	0.0157005	0.0359375	0.00914066	0.0842141	0.00242389	0.0200311	0.00574402	0.0602329	0.0191926	0.00269127	0.0294625	0.0176525	0.0121887	0.00715068	1.42446	0.858513	1.462243	0.5377571	0.256879	0.515375	0.813182	1.22974	1.94034	3.89288	0.9827587	0.3677618	0.5530738	0.0914091	0.184252	0.00391783	0.0447251	0.0997661	0.0586152	0.0101388	0.0247477	0.0566461	0.0144079	0.132742	0.00382063	0.0315738	0.00905396	0.0949415	0.0302522	0.00424209	0.04644	0.0278245	0.0192123	0.0112712	0.268879	0.731121	0.6344209
2844	-32.18926	-47.99457	15.8053	0.102779	0.0213654	0.00167271	0.0748562	0.0047668	0.00585113	0.0158697	0.0147572	0.0145587	0.000970652	0.0214013	0.0283528	0.1473	0.0475204	0.0368633	0.0449724	0.0745275	0.111682	0.00346209	0.0630404	0.0381216	1.31123	0.896258	0.2773904	1.72261	0.280146	0.537636	0.823981	1.21362	1.86	3.56957	0.9200649	6.210054	0.4876671	0.117503	0.0244262	0.00191234	0.0855802	0.0054497	0.00668937	0.0181432	0.0168713	0.0166444	0.00110971	0.0244673	0.0324147	0.168402	0.0543283	0.0421444	0.0514152	0.0852044	0.127681	0.00395807	0.0720716	0.043583	0.861305	0.138695	0.8746905
2880	-31.3415	-48.39934	17.05784	0.0110216	0.00648571	0.0102421	0.0530941	0.021561	0.00361358	0.00743104	0.00460232	0.0070496	0.00702813	0.0419482	0.0457867	0.054126	0.00423047	0.00627547	0.00883058	0.0147338	0.0556705	0.0186587	0.0339771	0.00114412	1.78423	0.73859	0.8301124	1.169888	0.169206	0.420432	0.763133	1.31039	2.3785	5.90996	1.284633	1.409312	0.8052423	0.0263984	0.0155342	0.0245313	0.127168	0.0516417	0.00865506	0.0177984	0.0110232	0.0168848	0.0168334	0.100472	0.109666	0.12964	0.0101326	0.0150307	0.0211505	0.0352897	0.133339	0.0446903	0.0813802	0.00274035	0.584944	0.415056	0.4175108
2916	-30.39766	-48.45684	18.05918	0.112	0.00342712	0.00977586	0.0422028	0.0450212	0.0485116	0.0211415	0.0034391	0.0709454	0.0435223	0.0442913	0.0437249	0.231236	0.00550256	0.0316124	0.106379	0.140361	0.376621	0.056413	0.164839	0.0195854	0.686556	1.10448	1.157529	0.8424706	0.268813	0.526916	0.81882	1.22127	1.89784	3.72006	0.9499238	0.7278179	0.2072033	0.0691124	0.00211479	0.00603243	0.0260423	0.0277814	0.0299352	0.0130459	0.00212217	0.0437785	0.0268565	0.027331	0.0269815	0.14269	0.00339549	0.0195072	0.0656436	0.0866131	0.232403	0.034811	0.101718	0.0120856	0.421235	0.578765	1.620552
2952	-33.5622	-53.07381	19.51161	0.237428	0.0648916	0.0140861	0.0455008	0.0770477	0.0360124	0.00168391	0.0971021	0.215328	0.0678501	0.160659	0.024317	0.204846	0.0170476	0.01344	0.118033	0.0524304	0.225919	0.0182037	0.0317403	0.00465695	0.527357	1.15755	1.633262	0.3667383	0.549772	0.746941	0.912993	1.0953	1.33879	1.81894	0.4325774	0.2245435	0.1518606	0.137383	0.0375481	0.00815062	0.0263281	0.044582	0.0208378	0.000974357	0.0561861	0.124595	0.03926	0.0929618	0.0140705	0.11853	0.00986423	0.00777676	0.0682975	0.0303377	0.130723	0.0105332	0.0183658	0.00269465	0.183369	0.816631	1.728224
2988	-27.26465	-43.972	16.70735	0.380438	0.22922	0.0768494	0.0277141	0.109354	0.0124469	0.00477802	0.0195116	0.0182753	0.0357072	0.0603562	0.146425	0.0467645	0.00964412	0.0280146	0.0420269	0.29861	0.0080421	0.0131768	0.0895394	0.0504774	2.25115	0.582951	1.096935	0.903065	0.47376	0.694655	0.892555	1.12038	1.43956	2.11077	0.5401713	0.823262	1.287215	0.222821	0.134253	0.0450104	0.016232	0.0640481	0.00729007	0.00279847	0.0114278	0.0107038	0.0209136	0.0353503	0.0857605	0.0273898	0.00564852	0.016408	0.024615	0.174895	0.00471022	0.00771761	0.0524428	0.0295644	0.451532	0.548468	1.707372
3024	-52.77565	-61.29688	8.521237	0.365294	0.260859	0.146496	0.0822629	0.0659801	0.00170887	0.00717842	0.0503172	0.173526	0.255451	0.143027	0.06218	0.559985	0.04836	0.0387286	0.0275885	0.0815261	0.129284	0.216607	0.0483668	0.181196	3.82312	0.0589606	0.822972	1.177028	0.0452998	0.221093	0.624481	1.60133	4.52299	22.0751	2.237502	1.430216	21.61398	0.124	0.0885491	0.0497285	0.0279244	0.0223971	0.00058008	0.00243673	0.0170803	0.0589037	0.0867133	0.048551	0.0211072	0.190088	0.0164159	0.0131465	0.00936497	0.0276743	0.0438857	0.0735277	0.0164182	0.0615073	0.588514	0.411486	2.94592
3060	-39.34527	-54.47763	15.13236	0.0111954	0.00763717	0.00729381	0.00589944	0.00657163	0.00163367	0.0124013	0.0216748	0.0283066	0.0273061	0.0362035	0.00301116	0.0198225	0.0289143	0.0121472	0.00584835	0.00789476	0.0203634	0.00944581	0.0043602	0.00172797	2.41232	0.529225	1.086349	0.9136505	0.0166473	0.135689	0.536253	1.86479	7.3698	60.0699	2.961335	0.8410282	1.519407	0.0400323	0.0273089	0.0260811	0.0210951	0.0234987	0.00584166	0.0443443	0.0775042	0.101218	0.0976408	0.129456	0.0107672	0.0708811	0.103391	0.0434358	0.0209124	0.0282299	0.072815	0.0337762	0.0155911	0.00617883	0.456825	0.543175	0.2796591
3096	-31.77895	-48.31973	16.54078	0.252834	0.199956	0.0172705	0.0657135	0.0986974	0.0537256	0.000874855	0.0852567	0.162161	0.0265128	0.0407688	0.0176696	0.117302	0.0158703	0.460897	0.0290963	0.0739039	0.0427266	0.124699	0.0791159	0.0694027	1.57555	0.808151	0.8723771	1.127623	0.543067	0.742484	0.91129	1.09734	1.34683	1.84139	0.44145	1.292586	0.6498559	0.124276	0.0982847	0.00848899	0.0323003	0.048513	0.0264079	0.000430019	0.0419064	0.0797072	0.0130319	0.0200392	0.0086852	0.0576578	0.00780076	0.226546	0.0143018	0.0363262	0.0210015	0.0612934	0.038888	0.0341137	0.563811	0.436189	2.034454
3132	-32.45728	-48.93502	16.47773	0.118741	0.110265	0.0340388	0.0391323	0.139466	0.0102829	0.000879969	0.0186225	0.00160704	0.0519325	0.10925	0.0960009	0.0280845	0.0958142	0.0359691	0.003783	0.00223616	0.0565014	0.106837	0.0833576	0.127851	1.43135	0.856217	0.335469	1.664531	0.948747	0.974667	0.992027	1.00804	1.02599	1.05402	0.03804299	4.961804	0.5572371	0.093449	0.086778	0.0267885	0.030797	0.10976	0.00809265	0.000692532	0.0146559	0.00126473	0.0408707	0.0859792	0.0755524	0.0221024	0.0754054	0.0283076	0.00297721	0.00175985	0.0444664	0.0840802	0.0656021	0.100618	0.832266	0.167734	1.270653
3168	-26.80787	-44.29634	17.48847	0.149229	0.0984088	0.0102313	0.00299828	0.157654	0.0369161	3.12685e-05	0.103786	0.0367387	0.00770212	0.0730364	0.0135078	0.0150031	0.197644	0.0596049	0.0798098	0.00348585	0.315816	0.0174837	0.0294715	0.0298361	1.50076	0.833079	0.8569847	1.143015	0.595013	0.776311	0.924045	1.0822	1.28814	1.68064	0.3753976	1.333764	0.6004894	0.103747	0.0684157	0.00711298	0.00208446	0.109604	0.0256648	2.17384e-05	0.0721539	0.0255415	0.00535466	0.0507763	0.00939089	0.0104305	0.137406	0.0414385	0.0554853	0.00242343	0.219562	0.012155	0.0204891	0.0207426	0.571508	0.428492	1.438395
3204	-27.11892	-44.14019	17.02128	0.0339128	0.0605423	0.000483055	0.000620416	0.00974564	0.00147368	0.00191781	0.0391772	0.00239407	0.0141469	0.0198796	0.00419985	0.00253444	0.0962507	0.0112888	0.0237332	0.0246675	0.00106417	0.005702	0.00465069	0.001348	1.52756	0.824148	0.886663	1.113337	0.101622	0.327872	0.706169	1.41609	3.04997	9.84042	1.653295	1.255648	0.6178319	0.0942722	0.168298	0.00134282	0.00172466	0.0270913	0.0040966	0.00533122	0.108906	0.00665514	0.0393261	0.0552621	0.0116749	0.00704533	0.267562	0.0313811	0.0659746	0.0685717	0.00295823	0.0158507	0.0129282	0.00374723	0.556669	0.443331	0.3597329
3240	-25.69179	-42.99163	17.29984	0.116143	0.3008	0.0222015	0.00123672	0.101297	0.00044164	0.0196103	0.0322688	0.0134596	0.00783417	0.101232	0.035929	0.00600444	0.168353	0.0204193	0.0245059	0.0471311	0.00824724	0.215657	0.02472	0.000594196	1.90741	0.697528	1.111935	0.8880654	0.284239	0.541452	0.825801	1.21095	1.84689	3.51817	0.9095781	0.798667	0.9115112	0.0915896	0.237208	0.0175079	0.000975268	0.0798816	0.000348273	0.0154645	0.0254469	0.0106141	0.00617795	0.0798305	0.0283332	0.00473504	0.132762	0.0161024	0.0193251	0.0371671	0.00650369	0.170065	0.0194939	0.000468577	0.444033	0.555967	1.268086
3276	-35.22385	-49.08034	13.85648	0.006734	0.176912	0.0830243	0.0622528	0.209106	0.0396629	0.00612588	0.325921	0.0107908	0.0173879	0.067818	0.0133298	0.00389605	0.163766	0.0447314	0.0583091	0.0248392	0.0049712	0.0541342	0.0262681	0.184433	3.76427	0.0785771	1.458952	0.5410479	0.343942	0.594214	0.850108	1.17632	1.6829	2.90747	0.7717188	0.3708469	15.96848	0.00425015	0.111657	0.0524006	0.0392908	0.131977	0.0250332	0.00386634	0.205705	0.00681057	0.0109743	0.0428032	0.00841307	0.00245898	0.103361	0.0282321	0.0368016	0.0156772	0.00313756	0.0341667	0.0165791	0.116405	0.270524	0.729476	1.584414
3312	-40.40393	-47.7845	7.38058	0.00180934	0.0433258	0.000232035	0.00235783	0.029284	0.000614381	0.0032006	0.0238105	0.0188946	0.00706804	0.00993268	0.0126962	0.010218	0.0507928	0.00593376	0.00901207	0.00504776	0.0197871	0.0360943	0.0266292	0.00764135	3.93812	0.0206253	0.8149031	1.185097	0.00246924	0.0534991	0.401114	2.49306	18.6919	404.982	4.341192	1.45428	63.64548	0.00557781	0.133564	0.000715312	0.00726868	0.090276	0.001894	0.00986677	0.0734026	0.0582479	0.0217892	0.0306203	0.0391398	0.0314998	0.156583	0.0182925	0.0277823	0.0155611	0.0609994	0.111271	0.082092	0.0235566	0.592548	0.407452	0.3243823
3348	-36.66516	-51.15493	14.48977	0.0046016	0.0385736	0.0190565	0.0119659	0.081293	0.00172051	0.00225587	0.0237885	0.030278	0.0142859	0.0397055	0.0460069	0.016572	0.0968456	0.0196812	0.100238	0.0369355	0.0451625	0.00681949	0.0230841	0.0117192	3.51117	0.162944	1.043047	0.9569529	0.110147	0.34101	0.714878	1.39884	2.93246	9.07879	1.595047	0.917459	7.182777	0.00686202	0.0575219	0.0284175	0.0178439	0.121226	0.00256567	0.00336401	0.035474	0.0451514	0.0213035	0.0592099	0.0686067	0.0247126	0.144419	0.029349	0.149478	0.0550791	0.0673475	0.0101694	0.0344237	0.017476	0.478476	0.521524	0.6705897
3384	-31.58031	-47.20001	15.6197	0.363054	0.0124519	0.00701381	0.106299	0.0714978	0.0346926	0.0305963	0.0086928	0.0205012	0.00428064	0.117791	0.136908	0.147115	0.143211	0.0731299	0.0125496	0.0561188	0.048117	0.176742	0.0499029	0.0717156	0.916095	1.02797	0.2982409	1.701759	0.419158	0.654384	0.876079	1.14145	1.52815	2.38573	0.6287129	5.705987	0.2970569	0.214523	0.0073576	0.00414435	0.0628102	0.0422469	0.0204993	0.0180788	0.00513643	0.0121138	0.00252936	0.0696005	0.0808967	0.0869279	0.0846211	0.0432113	0.00741533	0.0331597	0.0284316	0.104434	0.0294868	0.0423756	0.85088	0.14912	1.69238
3420	-32.37729	-49.12876	16.75148	0.0366084	0.0588567	0.00141483	0.0930333	0.0402932	0.0399766	0.00923731	0.0535007	0.0130056	0.000898704	0.0195122	0.113853	0.00426194	0.0676716	0.094937	0.0953497	0.0480312	0.144792	0.110147	0.0160951	0.0427596	1.24996	0.91668	0.65454	1.34546	0.174455	0.426744	0.766689	1.30431	2.34333	5.73213	1.262541	2.055581	0.4545239	0.0331528	0.0533009	0.00128127	0.0842514	0.0364897	0.036203	0.00836534	0.0484504	0.011778	0.00081387	0.0176703	0.103106	0.00385963	0.0612837	0.0859753	0.086349	0.0434972	0.131124	0.0997494	0.0145758	0.0387233	0.67273	0.32727	1.104235
3456	-30.75857	-51.94053	21.18196	0.0188711	0.0602976	0.0638645	0.0100262	0.0266977	0.0557268	0.0348067	0.133934	0.0223965	0.0432995	0.129147	0.101244	0.16653	0.0176363	0.0589984	0.0521761	0.0358816	0.0284869	0.0256172	0.00185139	0.0777905	0.557147	1.14762	1.888195	0.1118048	0.904015	0.951977	0.984763	1.01547	1.05045	1.10618	0.07296471	0.05921253	0.1618272	0.0161945	0.0517451	0.0548062	0.00860412	0.022911	0.0478227	0.0298698	0.114937	0.0192198	0.037158	0.110829	0.086884	0.14291	0.0151348	0.0506302	0.0447756	0.0307923	0.0244464	0.0219837	0.0015888	0.066757	0.0559024	0.944098	1.16528
3492	-36.61475	-52.40346	15.78871	0.0188777	0.0391955	0.011141	0.00723627	0.0191563	0.0108395	0.00214397	0.0388718	0.0183524	0.00431263	0.0535367	0.0043429	0.00176523	0.00802708	0.0292377	0.0143513	0.00341958	0.0345794	0.0448834	0.00476641	0.00823828	3.06667	0.311111	1.493144	0.506856	0.0446472	0.219534	0.623104	1.60487	4.55511	22.3978	2.247995	0.3394555	3.285711	0.050037	0.103891	0.0295303	0.0191804	0.0507754	0.0287309	0.00568279	0.103033	0.0486445	0.011431	0.141904	0.0115112	0.0046789	0.0212765	0.0774971	0.0380394	0.00906388	0.0916557	0.118967	0.0126338	0.0218363	0.253428	0.746572	0.377275
3528	-28.94886	-46.54289	17.59403	0.0354424	0.132511	0.0622573	0.0373202	0.130053	0.0612251	0.0204002	0.217324	0.0063121	0.0010929	0.0866754	0.136182	0.0178724	0.0392445	0.0644195	0.0593218	0.055661	0.081981	0.200736	0.061636	0.0176387	2.30115	0.566283	1.51797	0.48203	0.410827	0.648008	0.873407	1.14494	1.54319	2.43411	0.6432295	0.3175491	1.354535	0.0232362	0.0868749	0.0408163	0.0244673	0.0852633	0.0401396	0.0133745	0.142479	0.00413825	0.000716515	0.056825	0.0892816	0.0117172	0.025729	0.0422338	0.0388917	0.0364917	0.0537472	0.131604	0.040409	0.011564	0.241015	0.758985	1.525306
3564	-28.36121	-46.06837	17.70716	0.00981305	0.0591421	0.00517702	0.0257156	0.179474	0.0245139	0.0231957	0.00778557	0.0142987	0.0176317	0.0405242	0.0271687	0.012775	0.033611	0.0400751	0.0310242	0.013429	0.0284639	0.000590904	0.0763741	0.0255949	1.22536	0.924879	0.7730158	1.226984	0.25739	0.515875	0.813428	1.22937	1.93846	3.88515	0.981322	1.587269	0.4416304	0.0140916	0.0849282	0.00743421	0.0369277	0.257725	0.0352019	0.033309	0.0111801	0.0205329	0.0253192	0.0581928	0.0390143	0.0183449	0.0482655	0.0575479	0.0445508	0.019284	0.0408742	0.00084854	0.109673	0.0367544	0.613492	0.386508	0.6963782
3600	-28.91421	-45.16478	16.25057	0.145246	0.145229	0.00900455	0.0261176	0.110408	0.00126151	0.00455808	0.00865777	0.0323914	0.0447639	0.0924562	0.0306011	0.00198706	0.0506763	0.0411207	0.0121331	0.0189916	0.0655011	0.0940702	0.00573868	0.0587676	3.13149	0.289503	1.054449	0.9455514	0.456382	0.682109	0.887494	1.12677	1.46604	2.19115	0.5671934	0.8967259	3.605592	0.145293	0.145275	0.00900741	0.0261259	0.110443	0.00126191	0.00455953	0.00866053	0.0324017	0.0447782	0.0924856	0.0306109	0.00198769	0.0506924	0.0411337	0.012137	0.0189977	0.0655219	0.0941001	0.0057405	0.0587863	0.472776	0.527224	0.999682
3636	-29.87316	-49.75509	19.88193	0.0239771	0.0627792	0.0185951	0.0506883	0.0402569	0.00310783	0.105699	0.0318467	0.0163871	0.0345579	0.0630653	0.200803	0.217926	0.079602	0.0987309	0.01659	0.109274	0.197498	0.0108949	0.0200821	0.297063	0.51998	1.16001	1.655555	0.3444453	0.802984	0.898515	0.967165	1.03395	1.11295	1.24535	0.1586558	0.2080543	0.1494187	0.0141089	0.0369414	0.010942	0.0298268	0.0236886	0.00182875	0.0621967	0.0187397	0.00964272	0.0203351	0.0371098	0.11816	0.128235	0.0468406	0.0580967	0.00976214	0.0643005	0.116215	0.00641095	0.011817	0.174802	0.172223	0.827777	1.699424
3672	-32.39107	-49.93896	17.54789	0.0139198	0.208084	0.118313	0.104861	0.076922	0.00583729	0.00883085	0.0521707	0.101283	0.0960702	0.0681411	0.0571616	0.203846	0.00613435	0.000944029	0.0285714	0.0677594	0.00287931	0.251483	0.151194	0.0330335	1.64773	0.784091	1.2371	0.7629002	0.415619	0.651684	0.874949	1.14292	1.53449	2.40605	0.6348441	0.6166845	0.700483	0.00839836	0.125545	0.0713828	0.0632668	0.0464102	0.00352187	0.00532801	0.0314767	0.0611079	0.0579631	0.0411123	0.0344879	0.122989	0.0037011	0.000569571	0.0172383	0.040882	0.00173721	0.15173	0.0912217	0.0199305	0.38145	0.61855	1.657438
3708	-33.74412	-50.08985	16.34573	0.0106902	0.0159243	0.0111532	0.0291094	0.0458151	0.0425761	0.014708	0.0178234	0.0715263	0.0130275	0.102121	0.00533338	0.140541	0.0322552	0.00480203	0.0107685	0.0231886	0.00479947	0.0418158	0.0163572	0.062345	1.93778	0.687408	0.7219487	1.278051	0.119579	0.354952	0.723871	1.38146	2.81728	8.36268	1.535638	1.77028	0.9396528	0.0149163	0.0222196	0.0155623	0.040617	0.0639268	0.0594074	0.0205225	0.0248694	0.0998023	0.0181775	0.142492	0.00744178	0.196099	0.0450064	0.00670038	0.0150255	0.0323556	0.00669681	0.0583465	0.0228236	0.0869914	0.639026	0.360974	0.7166802
3744	-37.17774	-54.03327	16.85553	0.00618885	0.00209781	0.000261715	0.0331574	0.0650375	0.0068176	0.0161952	0.00491262	0.0143354	0.00674594	0.0207003	0.0193383	0.0545879	0.0383037	0.000949855	0.00654568	0.0227947	0.0184562	0.0206713	0.0208585	0.00142766	0.881347	1.03955	0.9423451	1.057655	0.0289151	0.177618	0.583248	1.71454	5.63007	34.5841	2.562117	1.122365	0.282605	0.01627	0.00551497	0.000688028	0.0871682	0.170979	0.017923	0.0425759	0.0129149	0.0376865	0.0177345	0.0544194	0.050839	0.143507	0.100697	0.00249709	0.0172081	0.0599255	0.0485198	0.0543432	0.0548355	0.00375321	0.528827	0.471173	0.380384
3780	-29.49215	-45.3975	15.90534	0.100966	0.119489	0.00570743	0.0326828	0.0962608	0.0583792	0.0279227	0.200865	0.0150373	0.0257268	0.0559133	0.140847	0.0873087	0.112446	0.205304	0.0558844	0.0573526	0.302314	0.0757021	0.0183358	0.139298	2.19186	0.602714	0.9062982	1.093702	0.382342	0.625692	0.863909	1.15753	1.59823	2.61546	0.6951879	1.206779	1.212214	0.0522128	0.0617918	0.0029515	0.0169013	0.0497795	0.0301897	0.0144397	0.103874	0.00777626	0.0133041	0.0289146	0.0728364	0.0451501	0.0581492	0.106169	0.0288996	0.0296589	0.156336	0.039148	0.00948202	0.0720354	0.546851	0.453149	1.933742
3816	-33.40281	-50.42294	17.02013	0.0590327	0.10475	0.00536215	0.047981	0.0204523	0.130774	0.0221152	0.0268184	0.0695583	0.0483014	0.147054	0.0319577	0.118874	0.0297207	0.0362262	0.0602091	0.112227	0.0284912	0.180041	0.0688605	0.104883	1.76567	0.744776	0.9738339	1.026166	0.321549	0.57502	0.841445	1.18843	1.73907	3.10995	0.8203983	1.053738	0.7902475	0.0406089	0.0720582	0.00368864	0.0330063	0.0140692	0.0899601	0.0152132	0.0184485	0.0478495	0.0332267	0.101159	0.0219839	0.081774	0.020445	0.0249201	0.0414181	0.0772017	0.0195992	0.123851	0.0473695	0.0721495	0.513083	0.486917	1.453691
3852	-28.1708	-47.62282	19.45202	0.0125142	0.040188	0.0141554	0.00738927	0.102039	0.0505652	0.037549	0.019868	0.00504789	0.0426726	0.0851246	0.0377865	0.035718	0.0780479	0.0223359	0.0487197	0.0176266	0.130526	0.111008	0.0127555	0.0677951	2.04263	0.652457	1.739649	0.2603508	0.788398	0.890517	0.964471	1.03684	1.12294	1.2684	0.1719116	0.1496571	1.043558	0.012777	0.0410319	0.0144526	0.00754444	0.104182	0.051627	0.0383375	0.0202852	0.00515389	0.0435687	0.0869122	0.0385799	0.036468	0.0796868	0.022805	0.0497428	0.0179968	0.133267	0.113339	0.0130234	0.0692187	0.130175	0.869825	0.9794328
3888	-38.73306	-50.44999	11.71693	0.145529	0.039058	0.109873	0.0506158	0.0324004	0.00680702	0.10741	0.011335	0.000583734	0.00558667	0.105799	0.0411313	0.186517	0.0972081	0.0552287	0.0672856	0.17836	0.0510026	0.0509468	0.0788924	0.00276186	3.66621	0.111263	0.4999107	1.500089	0.106105	0.334848	0.710823	1.40682	2.98643	9.42467	1.622082	3.000715	10.98362	0.102173	0.027422	0.0771399	0.0355365	0.0227478	0.0047791	0.0754105	0.00795814	0.00040983	0.00392231	0.0742797	0.0288776	0.130951	0.0682482	0.0387752	0.0472401	0.125224	0.0358081	0.0357689	0.0553891	0.00193906	0.750045	0.249955	1.424331
3924	-28.64079	-48.83199	20.19121	0.143545	0.0936827	0.0258278	0.0539336	0.087631	0.019307	0.010967	0.0577396	0.0228729	0.0437331	0.0262842	0.0639136	0.106279	0.0103163	0.0511369	0.00213113	0.040944	0.096993	0.0542436	0.17314	0.00339779	0.352348	1.21588	1.29371	0.7062896	0.976898	0.988666	0.99645	1.00356	1.01146	1.02365	0.01690042	0.545941	0.09659597	0.120827	0.0788563	0.0217402	0.045398	0.0737623	0.0162514	0.00923136	0.0486016	0.019253	0.0368118	0.0221244	0.0537985	0.0894588	0.00868365	0.0430438	0.00179385	0.0344641	0.0816427	0.0456589	0.145738	0.00286005	0.353145	0.646855	1.188018
3960	-36.94568	-53.42358	16.4779	0.013345	0.0834107	0.0241259	0.00559347	0.0446634	0.0282325	0.0245922	0.0211027	0.0855073	0.0421437	0.018774	0.0161961	0.149323	0.216087	0.0247186	0.0164626	0.00568236	0.0276152	0.137637	0.0257014	0.0198252	0.62202	1.12599	0.7585217	1.241478	0.0315065	0.185211	0.590915	1.69229	5.39926	31.7395	2.500055	1.636708	0.1841397	0.0129471	0.0809233	0.0234064	0.00542666	0.0433314	0.0273906	0.0238588	0.0204733	0.0829573	0.0408869	0.0182142	0.0157131	0.14487	0.209643	0.0239814	0.0159716	0.0055129	0.0267917	0.133532	0.0249349	0.019234	0.620739	0.379261	1.030739
3996	-31.55069	-45.68644	14.13576	0.0154682	0.0399754	0.00879779	0.0106201	0.0779259	0.00290863	0.00317905	0.0146993	0.000916692	0.00366335	0.0181356	0.0107338	0.0116058	0.0281146	0.0123961	0.00349311	0.00486368	0.00401307	0.0303383	0.039981	0.000714931	2.86798	0.377339	0.3115138	1.688486	0.184781	0.438881	0.773426	1.29295	2.27852	5.41182	1.220964	5.420261	2.533512	0.0451567	0.116701	0.0256836	0.0310035	0.227491	0.00849124	0.00928069	0.0429122	0.00267613	0.0106945	0.0529438	0.0313355	0.0338812	0.0820759	0.0361883	0.0101975	0.0141987	0.0117155	0.0885674	0.116718	0.00208712	0.844243	0.155757	0.3425444
4032	-34.03983	-50.52967	16.48984	0.174709	0.276975	0.0383931	0.0550993	0.150981	0.0795125	0.0298733	0.0671313	0.115445	0.0322562	0.12287	0.0533043	0.227108	0.134768	0.00842892	0.0170733	0.0143959	0.0570863	0.294174	0.00652697	0.228602	2.36698	0.544339	1.526592	0.4734075	0.363719	0.610639	0.857371	1.16636	1.63763	2.74938	0.7312933	0.3101073	1.449455	0.0799689	0.126779	0.0175735	0.0252204	0.069108	0.0363949	0.0136738	0.0307278	0.052842	0.0147645	0.0562409	0.0243988	0.103953	0.0616868	0.00385814	0.00781488	0.00658938	0.0261299	0.134651	0.00298756	0.104637	0.236704	0.763296	2.184712
4068	-41.44292	-53.924	12.48109	0.057836	0.0926943	0.067446	0.0668122	0.0126177	0.00497149	0.112704	0.0276986	0.294626	0.00425495	0.0208136	0.0458928	0.133024	0.0286135	0.0250591	0.123558	0.01917	0.233782	0.0132572	0.0245258	0.0940735	3.75769	0.0807687	1.506115	0.4938849	0.0363501	0.198589	0.603914	1.65587	5.03553	27.5102	2.396654	0.3279198	15.50805	0.0384693	0.0616552	0.0448614	0.0444398	0.00839258	0.00330676	0.0749644	0.0184236	0.195969	0.00283016	0.0138441	0.0305253	0.0884805	0.0190322	0.016668	0.0821843	0.0127508	0.155499	0.00881798	0.0163132	0.0625725	0.246942	0.753058	1.503431
4104	-41.5634	-51.29431	9.730909	0.0967759	0.212534	0.0405676	0.238926	0.0271256	0.0475796	0.0875354	0.296838	0.0925129	0.181336	0.0535196	0.238724	0.100923	0.50543	0.228632	0.809093	0.34329	0.129869	0.0325317	0.214249	0.137945	3.48247	0.17251	1.078258	0.9217423	0.135903	0.377811	0.738104	1.35482	2.64683	7.35817	1.443109	0.8548442	6.729036	0.0235125	0.0516369	0.00985622	0.058049	0.00659038	0.0115599	0.0212674	0.0721192	0.0224768	0.044057	0.013003	0.058	0.0245199	0.122798	0.0555481	0.196576	0.0834051	0.0315528	0.00790383	0.0520534	0.0335149	0.460871	0.539129	4.115937
4140	-42.00345	-55.4397	13.43625	0.0199426	0.0358423	0.0176277	0.0246495	0.0321123	0.00865394	0.0444059	0.00813195	0.00973959	0.108955	0.0969649	0.0308545	0.0321011	0.0271445	0.0179708	0.0299574	0.0316463	0.00275456	0.0160039	0.0781367	0.00964919	3.72557	0.0914765	1.048203	0.9517968	0.101944	0.328379	0.706509	1.41541	3.04526	9.80933	1.651008	0.908027	13.57569	0.029188	0.052459	0.0258	0.0360772	0.0469998	0.012666	0.0649927	0.011902	0.0142549	0.159467	0.141918	0.0451588	0.0469834	0.0397289	0.0263021	0.0438458	0.0463177	0.00403159	0.0234234	0.114361	0.0141226	0.475898	0.524102	0.6832443
